Skupina,Podskupina,Kategorie_vyrobku,Zdroj,Included,HS_ID,Produkt_HS6,Produkt_HS4,Produkt_HS2,OEC ID,EU_Import_2022,CZ_Import_2022,Komplexita_vyrobku_2022,Svet_export_2022,Svet_export_2021,EU_export_2021,EU_export_2022,EU_svetovy_podil_2021,EU_svetovy_podil_2022,CZ_svetovy_podil_2021,CZ_svetovy_podil_2022,CZ_EU_podil_2021,CZ_EU_podil_2022,CZ_export_2021,CZ_export_2022,Pribuznost_CZ_2022,Vyhoda_CZ_2022,Koncentrace_trhu_2021,Koncentrace_trhu_2022,CAGR_2022_30_ANALYSIS,IS_REALCAGR,CAGR_2022_30_FORECAST,Svet_2023_export,Svet_2024_export,Svet_2025_export,Svet_2026_export,Svet_2027_export,Svet_2028_export,Svet_2029_export,Svet_2030_export,CZ_2023_export,CZ_2024_export,CZ_2025_export,CZ_2026_export,CZ_2027_export,CZ_2028_export,CZ_2029_export,CZ_2030_export,CZ_Total_Export_25_30,EU_2023_export,EU_2024_export,Eu_2025_export,EU_2026_export,EU_2027_export,EU_2028_export,EU_2029_export,EU_2030_export,EU_Total_Export_25_30
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,842199,Parts for filter/purifying machines for liquid/gas,Centrifuges,"Machinery, mechanical appliances, & parts",16842199,4623544586,179448593,1.267559022,16789094401,16690827887,6751033417,5976199693,0.404476,0.355957,0.011471,0.010471,0.028359,0.029415,191454046,175790455,0.343176232,1.046866282,0.104166873,0.100033176,,N,0.0400,17460658177.0400,18159084504.1216,18885447884.2865,19640865799.6579,20426500431.6442,21243560448.9100,22093302866.8664,22977034981.5411,191553272.6967,199215403.6045,207184019.7487,215471380.5387,224090235.7602,233053845.1906,242375998.9982,252071038.9582,1374246519.1946,6638829351.3767,6904382525.4318,7180557826.4490,7467780139.5070,7766491345.0873,8077150998.8908,8400237038.8464,8736246520.4003,47628463869.1808
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,851490,Parts of industrial/etc electric furces/ovens nes,Electric Furces,Electrical machinery and electronics,16851490,345636248,12512371,0.620808933,1582792239,1572230726,681171946,626085013,0.433252,0.395557,0.009937,0.010367,0.022935,0.026207,15622944,16408064,0.335381509,1.036469727,0.079799701,0.082925639,,N,0.0400,1646103928.5600,1711948085.7024,1780426009.1305,1851643049.4957,1925708771.4755,2002737122.3346,2082846607.2280,2166160471.5171,16710696.9401,17379124.8177,18074289.8104,18797261.4028,19549151.8589,20331117.9332,21144362.6506,21990137.1566,119886320.8124,682153032.3671,709439153.6618,737816719.8083,767329388.6006,798022564.1446,829943466.7104,863141205.3788,897666853.5940,4893920198.2366
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,848190,"Parts of taps, cocks, valves or similar appliances",Valves,"Machinery, mechanical appliances, & parts",16848190,5799920071,283310277,1.402403061,20373978765,19126007558,6465912813,6193209446,0.338069,0.303976,0.010523,0.009495,0.031127,0.031235,201261795,193446787,0.311227621,0.949311768,0.09421448,0.113237019,,N,0.0400,21188937915.6000,22036495432.2240,22917955249.5130,23834673459.4935,24788060397.8732,25779582813.7882,26810766126.3397,27883196771.3933,212077271.0425,220560361.8842,229382776.3596,238558087.4140,248100410.9106,258024427.3470,268345404.4409,279079220.6185,1521490327.0905,6802131858.2214,7074217132.5503,7357185817.8523,7651473250.5664,7957532180.5891,8275833467.8126,8606866806.5251,8951141478.7861,48800033002.1316
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,840290,Parts of steam or vapour generating boilers nes,Steam Boilers,"Machinery, mechanical appliances, & parts",16840290,317788430,5327258,0.229766469,2033906688,2027405029,518981112,461519774,0.255983,0.226913,0.010237,0.008942,0.039991,0.039408,20754676,18187413,0.283269423,0.894052655,0.127745758,0.149189335,,N,0.0400,2115262955.5200,2199873473.7408,2287868412.6904,2379383149.1981,2474558475.1660,2573540814.1726,2676482446.7395,2783541744.6091,20284496.3892,21095876.2448,21939711.2946,22817299.7464,23729991.7362,24679191.4057,25666359.0619,26693013.4244,145525566.6692,510725903.9088,531154940.0651,552401137.6677,574497183.1744,597477070.5014,621376153.3214,646231199.4543,672080447.4325,3664063191.5517
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,902620,Equipment to measure or check pressure,Gas and Liquid Flow Measuring Instruments,"Optical, photo, & film equipment; medical instruments",18902620,3332350803,110308881,1.178727691,10362601087,10085484552,3930071507,3818677838,0.389676,0.368506,0.006253,0.008912,0.016047,0.024185,63066568,92356300,0.318327322,0.891088704,0.105816244,0.104370394,,N,0.0400,10777105130.4800,11208189335.6992,11656516909.1272,12122777585.4923,12607688688.9119,13111996236.4684,13636476085.9272,14181935129.3643,81720981.4493,84989820.7072,88389413.5355,91924990.0769,95601989.6800,99426069.2672,103403112.0379,107539236.5194,586284811.1170,4085502207.3720,4248922295.6669,4418879187.4936,4595634354.9934,4779459729.1931,4970638118.3608,5169463643.0952,5376242188.8191,29310317221.9551
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,840410,Auxiliary plant for steam/vapour generating boilers,Boiler Plants,"Machinery, mechanical appliances, & parts",16840410,198862162,5925807,0.960873999,729828059,780351842,248861581,222974479,0.318909,0.305516,0.011654,0.007505,0.036544,0.024564,9094521,5477090,0.295670736,0.750330351,0.168641325,0.14045379,,N,0.0400,759021181.3600,789382028.6144,820957309.7590,853795602.1493,887947426.2353,923465323.2847,960403936.2161,998820093.6648,7271049.4316,7561891.4089,7864367.0652,8178941.7478,8506099.4177,8846343.3944,9200197.1302,9568205.0154,52164153.7709,236976244.8953,246455294.6912,256313506.4788,266566046.7380,277228688.6075,288317836.1518,299850549.5978,311844571.5818,1700121199.1556
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,283529,Phosphates of metals nes,Phosphites (hypophosphites) and phosphotes (phosphites),Inorganic chemicals,6283529,121062485,4249645,,355214065,277192375,157993660,184095478,0.569978,0.518266,0.016565,0.007448,0.029063,0.014371,4591706,2645607,0.296605976,0.74466059,0.064345702,0.097055455,,N,0.0400,369422627.6000,384199532.7040,399567514.0122,415550214.5726,432172223.1556,449459112.0818,467437476.5650,486134975.6276,4435468.0875,4612886.8110,4797402.2835,4989298.3748,5188870.3098,5396425.1222,5612282.1271,5836773.4122,31821051.6295,201011103.4004,209051547.5364,217413609.4379,226110153.8154,235154559.9680,244560742.3667,254343172.0614,264516898.9439,1442099136.5934
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,842121,Water filtering or purifying machinery or apparatus,Centrifuges,"Machinery, mechanical appliances, & parts",16842121,3386957824,90536758,0.754321831,11778727091,11417950232,4619696108,4594137463,0.404599,0.390037,0.008340,0.007318,0.020612,0.018763,95222462,86200348,0.31896243,0.731701343,0.069625066,0.074197203,,N,0.0400,12249876174.6400,12739871221.6256,13249466070.4906,13779444713.3103,14330622501.8427,14903847401.9164,15500001297.9930,16120001349.9127,95904424.9987,99740601.9986,103730226.0786,107879435.1217,112194612.5266,116682397.0277,121349692.9088,126203680.6251,688040044.2884,4867097914.1218,5061781830.6867,5264253103.9141,5474823228.0707,5693816157.1935,5921568803.4813,6158431555.6205,6404768817.8453,34917661666.1254
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,854380,"Electrical machines and apparatus, nes",Other Electrical Machinery,Electrical machinery and electronics,16854380,12387414426,489159489,0.766721302,55699694019,49262896939,9803694685,9481530802,0.199008,0.170226,0.007005,0.007088,0.035197,0.041639,345063747,394800744,0.3004864,0.708677013,0.16277587,0.19313485,,N,0.0400,57927681779.7600,60244789050.9504,62654580612.9884,65160763837.5080,67767194391.0083,70477882166.6486,73296997453.3145,76228877351.4471,408174660.1035,424501646.5077,441481712.3680,459140980.8627,477506620.0972,496606884.9011,516471160.2972,537130006.7090,2928337365.2352,10694422711.2254,11122199619.6745,11567087604.4614,12029771108.6399,12510961952.9855,13011400431.1049,13531856448.3491,14073130706.2831,76724208251.8239
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,732490,"Sanitary ware and parts thereof, iron or steel, nes",Iron Toiletry,Iron or steel articles,15732490,698273004,16436895,0.528615571,2281977209,2256342963,654565417,568729348,0.290100,0.249227,0.027832,0.005954,0.095938,0.023889,62797604,13586615,0.308262019,0.59528256,0.320332951,0.35954343,,N,0.0400,2373256297.3600,2468186549.2544,2566914011.2246,2669590571.6736,2776374194.5405,2887429162.3221,3002926328.8150,3123043381.9676,40090783.5801,41694414.9233,43362191.5202,45096679.1810,46900546.3483,48776568.2022,50727630.9303,52756736.1675,287620352.3496,639980256.9883,665579467.2679,692202645.9586,719890751.7969,748686381.8688,778633837.1436,809779190.6293,842170358.2545,4591363165.6517
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,841320,Hand pumps not designed to measure flow,Liquid Pumps,"Machinery, mechanical appliances, & parts",16841320,364836871,11148951,1.090339787,1301027119,1341599898,356530466,351097564,0.265750,0.269862,0.003973,0.005282,0.014948,0.019573,5329546,6871901,0.30110648,0.528097045,0.223894663,0.200416438,,N,0.0400,1353068203.7600,1407190931.9104,1463478569.1868,1522017711.9543,1582898420.4325,1646214357.2498,1712062931.5398,1780545448.8013,6260940.6150,6511378.2396,6771833.3692,7042706.7040,7324414.9721,7617391.5710,7922087.2338,8238970.7232,44917404.5733,362359818.6606,376854211.4071,391928379.8633,407605515.0579,423909735.6602,440866125.0866,458500770.0901,476840800.8937,2599651326.6517
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,842129,Filtering/purifying machinery for liquids nes,Centrifuges,"Machinery, mechanical appliances, & parts",16842129,4612162612,97683316,1.334454501,12595185633,11298566900,5100991235,5661075259,0.451472,0.449463,0.004446,0.005237,0.009849,0.011652,50237407,65962659,0.300847971,0.52362066,0.087976803,0.119683643,,N,0.0400,13098993058.3200,13622952780.6528,14167870891.8789,14734585727.5541,15323969156.6562,15936927922.9225,16574405039.8394,17237381241.4330,63421950.5218,65958828.5427,68597181.6844,71341068.9518,74194711.7099,77162500.1783,80249000.1854,83458960.1928,455003422.9025,5900676121.1084,6136703165.9528,6382171292.5909,6637458144.2945,6902956470.0663,7179074728.8690,7466237718.0237,7764887226.7447,42332785580.5890
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,730690,"Tube/pipe/hollow profile, iron/steel,riveted/open sea",Other Small Iron Pipes,Iron or steel articles,15730690,380231113,23590074,-0.983260737,1595541825,1567837931,394948206,412311493,0.251906,0.258415,0.004987,0.005204,0.019796,0.020137,7818405,8302922,0.301298583,0.520290574,0.059398765,0.070245674,,N,0.0400,1659363498.0000,1725738037.9200,1794767559.4368,1866558261.8143,1941220592.2868,2018869415.9783,2099624192.6175,2183609160.3222,8454929.1853,8793126.3527,9144851.4068,9510645.4631,9891071.2816,10286714.1329,10698182.6982,11126110.0061,60657574.9888,423404011.4807,440340171.9400,457953778.8176,476271929.9703,495322807.1691,515135719.4558,535741148.2341,557170794.1634,3037596177.8103
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,841989,Machinery for treatment by temperature change nes,Other Heating Machinery,"Machinery, mechanical appliances, & parts",16841989,2277332275,80158619,0.774423045,9697794228,10284455757,4618257911,3741356270,0.449052,0.385795,0.005087,0.005109,0.011329,0.013243,52321393,49546236,0.318938604,0.510811769,0.11023638,0.090969407,,N,0.0400,10085705997.1200,10489134237.0048,10908699606.4850,11345047590.7444,11798849494.3742,12270803474.1491,12761635613.1151,13272101037.6397,51419177.0133,53475944.0938,55614981.8575,57839581.1318,60153164.3771,62559290.9522,65061662.5903,67664129.0939,368892810.0029,4210009703.3073,4378410091.4396,4553546495.0972,4735688354.9010,4925115889.0971,5122120524.6610,5327005345.6474,5540085559.4733,30203562168.8769
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,730431,"Iron/non-alloy steel pipe, cold drawn/rolled, nes",Iron Pipes,Iron or steel articles,15730431,954626830,46144926,0.342708141,2007937800,1600987065,1037574917,1270913278,0.648085,0.632945,0.006156,0.005049,0.009498,0.007977,9854948,10138473,0.328224926,0.504830385,0.06258912,0.108119952,,N,0.0400,2088255312.0000,2171785524.4800,2258656945.4592,2349003223.2776,2442963352.2087,2540681886.2970,2642309161.7489,2748001528.2189,11699180.7825,12167148.0138,12653833.9343,13159987.2917,13686386.7833,14233842.2547,14803195.9449,15395323.7827,83932569.9915,1337557864.5261,1391060179.1071,1446702586.2714,1504570689.7223,1564753517.3112,1627343658.0036,1692437404.3237,1760134900.4967,9595942756.1289
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,252100,Limestone materials for manufacture of lime or cement,Limestone,"Salt, sulphur, cement, lime, stone, & plaster",5252100,101672467,5424712,-0.999162901,1172805359,1117854500,113897659,109823015,0.101890,0.093641,0.004238,0.004692,0.041590,0.050107,4737025,5502857,0.248093567,0.469121652,0.241582313,0.348700278,,N,0.0400,1219717573.3600,1268506276.2944,1319246527.3462,1372016388.4400,1426897043.9776,1483972925.7367,1543331842.7662,1605065116.4769,5445825.8372,5663658.8707,5890205.2255,6125813.4345,6370845.9719,6625679.8108,6890707.0032,7166335.2834,39069586.7294,119246187.1509,124016034.6370,128976676.0225,134135743.0634,139501172.7859,145081219.6973,150884468.4852,156919847.2246,855499127.2789
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,854390,Parts of electrical machines and apparatus nes,Other Electrical Machinery,Electrical machinery and electronics,16854390,1958786026,126100882,0.650885647,10696890083,11464384450,1527968853,1677215954,0.133280,0.156795,0.008242,0.004623,0.061838,0.029482,94486113,49447570,0.279343176,0.462179431,0.234183965,0.151211245,,N,0.0400,11124765686.3200,11569756313.7728,12032546566.3237,12513848428.9767,13014402366.1357,13534978460.7812,14076377599.2124,14639432703.1809,71556273.5005,74418524.4405,77395265.4182,80491076.0349,83710719.0763,87059147.8393,90541513.7529,94163174.3030,513360896.4245,1613504591.9558,1678044775.6340,1745166566.6594,1814973229.3257,1887572158.4988,1963075044.8387,2041598046.6323,2123261968.4976,11575647014.4524
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,283210,Sodium sulphites,Sulfites,Inorganic chemicals,6283210,84477522,1714463,,522922267,369237755,136383247,181624512,0.369364,0.347326,0.006519,0.004572,0.017648,0.013165,2406880,2391013,0.263560756,0.457159759,0.081773479,0.169133586,,N,0.0400,543839157.6800,565592723.9872,588216432.9467,611745090.2646,636214893.8751,661663489.6301,688130029.2153,715655230.3840,3015837.2551,3136470.7453,3261929.5751,3392406.7581,3528103.0284,3669227.1496,3815996.2355,3968636.0850,21636298.8317,194882132.6743,202677417.9813,210784514.7005,219215895.2886,227984531.1001,237103912.3441,246588068.8379,256451591.5914,1398128513.8625
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,841013,"Hydraulic turbines, water wheels, power > 10000 kW",Hydraulic Turbines,"Machinery, mechanical appliances, & parts",16841013,10925835,105009,,151776491,221668214,70228398,56087314,0.316818,0.369539,0.002644,0.004218,0.008345,0.011415,586036,640220,0.281340604,0.421743038,0.521027637,0.172394304,,N,0.0400,157847550.6400,164161452.6656,170727910.7722,177557027.2031,184659308.2912,192045680.6229,199727507.8478,207716608.1617,541569.3657,563232.1403,585761.4260,609191.8830,633559.5583,658901.9407,685258.0183,712668.3390,3885341.1652,54169846.6543,56336640.5204,58590106.1412,60933710.3869,63371058.8024,65905901.1545,68542137.2006,71283822.6887,388626736.3743
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,840510,"Producer, water and acetylene gas generators",Water and Gas Generators,"Machinery, mechanical appliances, & parts",16840510,155905914,1782311,-0.223402354,656278294,644453796,247919719,267703090,0.384697,0.407911,0.005245,0.004060,0.013635,0.009953,3380469,2664347,0.301083263,0.405906437,0.055346136,0.065405738,,N,0.0400,682529425.7600,709830602.7904,738223826.9020,767752779.9781,798462891.1772,830401406.8243,863617463.0973,898162161.6212,3175557.4025,3302579.6986,3434682.8865,3572070.2020,3714953.0101,3863551.1305,4018093.1757,4178816.9027,22782167.3075,270489264.7549,281308835.3451,292561188.7589,304263636.3093,316434181.7617,329091549.0321,342255210.9934,355945419.4332,1940551186.2886
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,851430,Industrial/laboratory electric furces and ovens nes,Electric Furces,Electrical machinery and electronics,16851430,115109154,3517785,0.804106718,895738442,1122487884,344700749,286750587,0.307086,0.320128,0.004486,0.003949,0.014610,0.012336,5036025,3537232,0.303704122,0.394825801,0.252126081,0.158542045,,N,0.0400,931567979.6800,968830698.8672,1007583926.8219,1047887283.8948,1089802775.2506,1133394886.2606,1178730681.7110,1225879908.9794,3929093.5011,4086257.2412,4249707.5308,4419695.8321,4596483.6654,4780343.0120,4971556.7325,5170419.0017,28188205.7744,292146227.9066,303832077.0229,315985360.1038,328624774.5080,341769765.4883,355440556.1078,369658178.3521,384444505.4862,2095923140.0462
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,841940,Distilling or rectifying plant,Other Heating Machinery,"Machinery, mechanical appliances, & parts",16841940,199206617,2752221,0.964377854,1093934949,1376526903,492655420,351145757,0.357897,0.320993,0.014268,0.003843,0.039865,0.011972,19639668,4204052,0.309785706,0.384237524,0.170398427,0.08466357,,N,0.0400,1137692346.9600,1183200040.8384,1230528042.4719,1279749164.1708,1330939130.7377,1384176695.9672,1439543763.8058,1497125514.3581,10302148.9175,10714234.8742,11142804.2691,11588516.4399,12052057.0975,12534139.3814,13035504.9567,13556925.1549,73909947.2995,386184368.5530,401631743.2951,417697013.0269,434404893.5480,451781089.2899,469852332.8615,488646426.1760,508192283.2230,2770574038.1254
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,281511,Sodium hydroxide (caustic soda) solid,Sodium or Potassium Peroxides,Inorganic chemicals,6281511,215240943,7158103,-1.206082509,1262030299,729386511,216700164,299882118,0.297099,0.237619,0.006298,0.003830,0.021197,0.016120,4593489,4834198,0.267486687,0.382981544,0.026703986,0.133361676,,N,0.0400,1312511510.9600,1365011971.3984,1419612450.2543,1476396948.2645,1535452826.1951,1596870939.2429,1660745776.8126,1727175607.8851,6646713.2357,6912581.7651,7189085.0357,7476648.4371,7775714.3746,8086742.9496,8410212.6676,8746621.1743,47685024.6390,350911774.8865,364948245.8820,379546175.7173,394728022.7460,410517143.6558,426937829.4020,444015342.5781,461775956.2812,2517520470.3804
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,842191,"Parts of centrifuges, including centrifugal dryers",Centrifuges,"Machinery, mechanical appliances, & parts",16842191,418712808,9435808,1.17497107,1180202689,1147125237,717942827,707232233,0.625863,0.599246,0.002339,0.003111,0.003736,0.005192,2682590,3671642,0.342002135,0.311047648,0.098535395,0.09553653,,N,0.0400,1227410796.5600,1276507228.4224,1327567517.5593,1380670218.2617,1435897026.9921,1493332908.0718,1553066224.3947,1615188873.3705,3344424.0475,3478201.0094,3617329.0497,3762022.2117,3912503.1002,4069003.2242,4231763.3532,4401033.8873,23993654.8263,751856040.7117,781930282.3401,813207493.6338,845735793.3791,879565225.1143,914747834.1188,951337747.4836,989391257.3829,5393985351.1125
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,842381,Weighing machinery having a capacity < 30 kg nes,Scales,"Machinery, mechanical appliances, & parts",16842381,331851088,8634923,0.30018406,823324326,912027821,403780831,349847138,0.442729,0.424920,0.001833,0.002451,0.004141,0.005767,1671883,2017633,0.269290846,0.245015984,0.269558453,0.212758324,,N,0.0400,856257299.0400,890507591.0016,926127894.6417,963173010.4273,1001699930.8444,1041767928.0782,1083438645.2013,1126776191.0094,1833992.8183,1907352.5310,1983646.6323,2062992.4976,2145512.1975,2231332.6854,2320585.9928,2413409.4325,13157479.4379,371465323.7686,386323936.7194,401776894.1882,417847969.9557,434561888.7539,451944364.3041,470022138.8762,488823024.4313,2664976280.5094
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,851420,"Industrial electric induction, dielectric furce/ove",Electric Furces,Electrical machinery and electronics,16851420,140484581,4051684,0.683055032,651268131,498931149,234770293,232356881,0.470546,0.356776,0.017932,0.002295,0.038108,0.006432,8946648,1494425,0.302859951,0.229423283,0.061287817,0.091334459,,N,0.0400,677318856.2400,704411610.4896,732588074.9092,761891597.9056,792367261.8218,824061952.2946,857024430.3864,891305407.6019,6849816.0456,7123808.6875,7408761.0350,7705111.4764,8013315.9354,8333848.5728,8667202.5157,9013890.6164,49142130.1517,280180577.9557,291387801.0740,303043313.1169,315165045.6416,327771647.4673,340882513.3660,354517813.9006,368698526.4566,2010078859.9491
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,730300,"Tubes, pipes and hollow profiles, of cast iron",Cast Iron Pipes,Iron or steel articles,15730300,616631189,22626115,-0.242537993,2044550873,1739187524,593783878,650836634,0.341415,0.318327,0.002490,0.002274,0.007293,0.007143,4330330,4648993,0.270208281,0.227344349,0.080492551,0.120463115,,N,0.0400,2126332907.9200,2211386224.2368,2299841673.2063,2391835340.1345,2487508753.7399,2587009103.8895,2690489468.0451,2798109046.7669,5064609.8790,5267194.2741,5477882.0451,5696997.3269,5924877.2200,6161872.3088,6408347.2011,6664681.0892,36334657.1911,701415516.8696,729472137.5444,758651023.0462,788997063.9680,820556946.5267,853379224.3878,887514393.3633,923014969.0979,5032113620.3900
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,283524,Potassium phosphates,Phosphites (hypophosphites) and phosphotes (phosphites),Inorganic chemicals,6283524,167141761,1710862,0.8406384,696069904,444401302,117577226,145669212,0.264574,0.209274,0.001258,0.002238,0.004755,0.010695,559067,1557904,0.254609376,0.223774723,0.078027226,0.287389218,,N,0.0400,723912700.1600,752869208.1664,782983976.4931,814303335.5528,846875468.9749,880750487.7339,915980507.2432,952619727.5330,1265459.4452,1316077.8230,1368720.9360,1423469.7734,1480408.5643,1539624.9069,1601209.9032,1665258.2993,9078692.3831,171512389.1829,178372884.7503,185507800.1403,192928112.1459,200645236.6317,208671046.0970,217017887.9409,225698603.4585,1230468686.4142
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,842119,Centrifuges nes,Centrifuges,"Machinery, mechanical appliances, & parts",16842119,547966046,9817906,0.622196179,2154692267,2039487414,1192617392,1274339846,0.584763,0.591425,0.001149,0.002224,0.001964,0.003761,2342459,4792963,0.323009242,0.222403704,0.175150589,0.200497909,,N,0.0400,2240879957.6800,2330515155.9872,2423735762.2267,2520685192.7158,2621512600.4244,2726373104.4414,2835428028.6190,2948845149.7638,3779225.2460,3930394.2558,4087610.0260,4251114.4271,4421159.0042,4598005.3643,4781925.5789,4973202.6021,27113017.0025,1317848900.2120,1370562856.2205,1425385370.4693,1482400785.2880,1541696816.6996,1603364689.3675,1667499276.9423,1734199248.0199,9454546186.7866
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,281410,Anhydrous ammonia,Ammonia,Inorganic chemicals,6281410,4534840663,182979289,-1.321883959,16602049377,10147331070,644507279,1622711569,0.063515,0.097742,0.001667,0.001648,0.026245,0.016859,16915198,27356974,0.256321218,0.164751565,0.037407527,0.097224048,,N,0.0400,17266131352.0800,17956776606.1632,18675047670.4097,19422049577.2261,20198931560.3152,21006888822.7278,21847164375.6369,22721050950.6624,28616604.1913,29761268.3589,30951719.0933,32189787.8570,33477379.3713,34816474.5461,36209133.5280,37657498.8691,205301993.2648,1392138796.1189,1447824347.9636,1505737321.8821,1565966814.7574,1628605487.3477,1693749706.8416,1761499695.1153,1831959682.9199,9987518708.8642
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,282410,"Lead monoxide (litharge, massicot)",Lead Oxides,Inorganic chemicals,6282410,12016096,1435003,,78228001,82589044,14493375,16360590,0.175488,0.209140,0.000795,0.001427,0.004532,0.006821,65681,111603,0.256332546,0.142638522,0.109727941,0.090522441,,N,0.0400,81357121.0400,84611405.8816,87995862.1169,91515696.6015,95176324.4656,98983377.4442,102942712.5420,107060421.0437,90384.2012,93999.5693,97759.5521,101669.9342,105736.7315,109966.2008,114364.8488,118939.4428,648436.7101,15646100.5350,16271944.5564,16922822.3386,17599735.2322,18303724.6415,19035873.6271,19797308.5722,20589200.9151,112248665.3267
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,460120,"Mats, matting and screens, vegetable plaiting materia",Plaiting Products,Straw & esparto manufactures,9460120,124254825,2034864,,330481956,366879933,48189489,50538132,0.131349,0.152923,0.000989,0.001373,0.007527,0.008979,362705,453783,0.27856762,0.137285182,0.657253958,0.497405513,,N,0.0400,343701234.2400,357449283.6096,371747254.9540,386617145.1521,402081830.9582,418165104.1966,434891708.3644,452287376.6990,405862.1923,422096.6800,438980.5472,456539.7691,474801.3599,493793.4143,513545.1509,534086.9569,2911747.1983,48852318.1071,50806410.8314,52838667.2647,54952213.9553,57150302.5135,59436314.6140,61813767.1986,64286317.8865,350477583.4326
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,282010,Manganese dioxide,Manganese Oxides,Inorganic chemicals,6282010,71535237,354022,,263174150,258996727,51475808,46475065,0.198751,0.176594,0.000854,0.001322,0.004295,0.007484,221089,347826,0.232343258,0.132142344,0.262121689,0.285005998,,N,0.0400,273701116.0000,284649160.6400,296035127.0656,307876532.1482,320191593.4342,332999257.1715,346319227.4584,360171996.5567,297690.1199,309597.7247,321981.6337,334860.8990,348255.3350,362185.5484,376672.9703,391739.8891,2135696.2755,51366192.3759,53420840.0709,55557673.6737,57779980.6207,60091179.8455,62494827.0393,64994620.1209,67594404.9257,368512686.2259
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,283220,Sulphites of metals other than sodium,Sulfites,Inorganic chemicals,6283220,51909463,313766,,128837892,98658038,44246387,69373498,0.448482,0.538456,0.001574,0.001291,0.003511,0.002397,155335,166308,0.273554566,0.129060316,0.07400875,0.150526042,,N,0.0400,133991407.6800,139351063.9872,144925106.5467,150722110.8086,156750995.2409,163021035.0505,169541876.4526,176323551.5107,191963.4827,199642.0220,207627.7029,215932.8110,224570.1234,233552.9283,242895.0455,252610.8473,1377189.4583,66120608.4842,68765432.8236,71516050.1365,74376692.1420,77351759.8277,80445830.2208,83663663.4296,87010209.9668,474364205.7233
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,842382,Weighing machinery having a capacity of 30-5000 kg,Scales,"Machinery, mechanical appliances, & parts",16842382,172521837,4706828,0.757885198,678573419,668560612,197705060,190732985,0.295717,0.281079,0.002207,0.001178,0.007464,0.004192,1475730,799592,0.274598309,0.117813427,0.175315113,0.167489632,,N,0.0400,705716355.7600,733945009.9904,763302810.3900,793834922.8056,825588319.7178,858611852.5066,892956326.6068,928674579.6711,1194660.2257,1242446.6347,1292144.5001,1343830.2801,1397583.4913,1453486.8310,1511626.3042,1572091.3564,8570762.7630,203527483.6726,211668583.0195,220135326.3403,228940739.3939,238098368.9696,247622303.7284,257527195.8775,267828283.7126,1460152218.0223
2. Circularity,2a. Waste,Waste water,LSE Navigator,OUT,281512,Sodium hydroxide (caustic soda) in aqueous solution,Sodium or Potassium Peroxides,Inorganic chemicals,6281512,3265646570,116513166,0.306208819,8803599997,4308991520,1441914313,2826451460,0.334629,0.321056,0.000313,0.000556,0.000936,0.001731,1349797,4893019,0.30305652,0.055569923,0.024647216,0.104037338,,N,0.0400,9155743996.8800,9521973756.7552,9902852707.0254,10298966815.3064,10710925487.9187,11139362507.4354,11584937007.7329,12048334488.0422,3978394.0272,4137529.7883,4303030.9798,4475152.2190,4654158.3078,4840324.6401,5033937.6257,5235295.1308,28541898.9033,3001644327.0942,3121710100.1780,3246578504.1851,3376441644.3525,3511499310.1266,3651959282.5317,3798037653.8329,3949959159.9862,21534475555.0149
